Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","01221","Watermelons","2022","2022","7021","Annual value","USD","230.1","A","Official figure"
"PP","Producer Prices","008","Albania","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","437.8","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01312","Bananas","2022","2022","7021","Annual value","USD","2224.1","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01312.01","Bananas cavendish","2022","2022","7021","Annual value","USD","2022","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01212","Cabbages","2022","2022","7021","Annual value","USD","1754","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2022","2022","7021","Annual value","USD","2442.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2022","2022","7021","Annual value","USD","2963","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01520.01","Cassava, fresh","2022","2022","7021","Annual value","USD","2377.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","7021","Annual value","USD","5571","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2022","2022","7021","Annual value","USD","2403.5","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2022","2022","7021","Annual value","USD","2747.3","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","6111.1","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01322","Lemons and limes","2022","2022","7021","Annual value","USD","3703.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","3582.6","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01316","Mangoes, guavas and mangosteens","2022","2022","7021","Annual value","USD","2007","I","Imputed value"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","4074.1","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","5076.4","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","5925.9","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3703.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","5925.9","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","2401.1","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","3703.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01318","Pineapples","2022","2022","7021","Annual value","USD","3596.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2022","2022","7021","Annual value","USD","2746.6","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2022","2022","7021","Annual value","USD","2833.7","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","2406.5","A","Official figure"
"PP","Producer Prices","028","Antigua and Barbuda","5532","Producer Price (USD/tonne)","01540","Yams","2022","2022","7021","Annual value","USD","3662.4","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","987.8","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1870.1","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1825.9","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1783.4","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","5173.7","A","Official figure"
"PP","Producer Prices","032","Argentina","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","4161.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","535.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01343","Apricots","2022","2022","7021","Annual value","USD","792.7","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","396.2","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","3207.1","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01212","Cabbages","2022","2022","7021","Annual value","USD","278","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2022","2022","7021","Annual value","USD","453.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","USD","1355.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2022","2022","7021","Annual value","USD","753.8","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2022","2022","7021","Annual value","USD","774.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01351.01","Currants","2022","2022","7021","Annual value","USD","2201.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01233","Eggplants (aubergines)","2022","2022","7021","Annual value","USD","336.1","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01315","Figs","2022","2022","7021","Annual value","USD","805.9","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01330","Grapes","2022","2022","7021","Annual value","USD","331.9","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01252","Green garlic","2022","2022","7021","Annual value","USD","2522","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","2675.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01704","Lentils, dry","2022","2022","7021","Annual value","USD","1721.5","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","6512.7","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3084.1","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","6208.2","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1059.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","7048.1","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","5225.7","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21114","Meat of rabbits and hares, fresh or chilled","2022","2022","7021","Annual value","USD","7357.5","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","7252.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","21115b","Meat of sheep, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3152.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","02910","Natural honey","2022","2022","7021","Annual value","USD","10127","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01253.02","Onions and shallots, dry (excluding dehydrated)","2022","2022","7021","Annual value","USD","395.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01253.01","Onions and shallots, green","2022","2022","7021","Annual value","USD","1863.7","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01241.90","Other beans, green","2022","2022","7021","Annual value","USD","1061.8","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01345","Peaches and nectarines","2022","2022","7021","Annual value","USD","644.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01342.01","Pears","2022","2022","7021","Annual value","USD","990.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01705","Peas, dry","2022","2022","7021","Annual value","USD","697.2","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01242","Peas, green","2022","2022","7021","Annual value","USD","1833.9","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","477.8","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","458.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01342.02","Quinces","2022","2022","7021","Annual value","USD","736.1","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","449.5","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","413.2","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","1800.5","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01354","Strawberries","2022","2022","7021","Annual value","USD","2403.4","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","495.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2022","2022","7021","Annual value","USD","206.3","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2022","2022","7021","Annual value","USD","3026.6","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","01221","Watermelons","2022","2022","7021","Annual value","USD","209.8","A","Official figure"
"PP","Producer Prices","051","Armenia","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","402.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01371","Almonds, in shell","2022","2022","7021","Annual value","USD","4020.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","1490.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01312","Bananas","2022","2022","7021","Annual value","USD","1324.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01312.01","Bananas cavendish","2022","2022","7021","Annual value","USD","1324","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","210.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01921.02","Cotton lint, ginned","2022","2022","7021","Annual value","USD","2284.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01330","Grapes","2022","2022","7021","Annual value","USD","481.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","2494.1","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","5348.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","1615.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","2475.2","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","5253.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0117","Oats","2022","2022","7021","Annual value","USD","207.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01323","Oranges","2022","2022","7021","Annual value","USD","1035.5","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","437.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2022","2022","7021","Annual value","USD","610.4","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","275.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0114","Sorghum","2022","2022","7021","Annual value","USD","265.9","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","01802","Sugar cane","2022","2022","7021","Annual value","USD","33.3","A","Official figure"
"PP","Producer Prices","036","Australia","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","251.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","846.6","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01343","Apricots","2022","2022","7021","Annual value","USD","5078.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","254.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01344.02","Cherries","2022","2022","7021","Annual value","USD","5913.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01351.01","Currants","2022","2022","7021","Annual value","USD","3696.4","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01330","Grapes","2022","2022","7021","Annual value","USD","642.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","0231","Hen eggs in shell, fresh","2022","2022","7021","Annual value","USD","3137","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","01659","Hop cones","2022","2022","7021","Annual value","USD","9853.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","310.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","4984.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21111.01b","Meat of cattle with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","2916.1","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21121","Meat of chickens, fresh or chilled","2022","2022","7021","Annual value","USD","3028.7","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21121b","Meat of chickens, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1069.5","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21122","Meat of ducks, fresh or chilled","2022","2022","7021","Annual value","USD","4711.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21122b","Meat of ducks, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3297.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21123","Meat of geese, fresh or chilled","2022","2022","7021","Annual value","USD","13218.8","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21123b","Meat of geese, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","9253.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21116b","Meat of goat, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","3154.9","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","7021","Annual value","USD","2103.2","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21113.01b","Meat of pig with the bone, fresh or chilled (biological)","2022","2022","7021","Annual value","USD","1697.3","A","Official figure"
"PP","Producer Prices","040","Austria","5532","Producer Price (USD/tonne)","21115","Meat of sheep, fresh or chilled","2022","2022","7021","Annual value","USD","6496.9","A","Official figure"
